epoch,step,test/regression_loss,test_rmse,test_score,train/regression_loss,train_rmse,val/regression_loss,val_loss,val_rmse,val_score
0,9,,,,67.91646575927734,,,,,
0,19,,,,18.674354553222656,,,,,
0,29,,,,28.01585578918457,,,,,
0,39,,,,55.402103424072266,,,,,
0,49,,,,56.54849624633789,,,,,
0,49,,,,,,40.30484390258789,1624.4801025390625,40.304840087890625,4615.1328125
0,49,,,,,55.37553024291992,,,,
1,59,,,,42.398292541503906,,,,,
1,69,,,,19.87446403503418,,,,,
1,79,,,,11.720900535583496,,,,,
1,89,,,,42.405670166015625,,,,,
1,99,,,,46.9818115234375,,,,,
1,99,,,,,,44.0423469543457,1939.728271484375,44.0423469543457,199166.28125
1,99,,,,,36.55377960205078,,,,
2,109,,,,42.28623962402344,,,,,
2,119,,,,14.013710021972656,,,,,
2,129,,,,6.405202865600586,,,,,
2,139,,,,41.10601043701172,,,,,
2,149,,,,49.704002380371094,,,,,
2,149,,,,,,56.53679656982422,3196.409423828125,56.53679656982422,6282394.0
2,149,,,,,36.082862854003906,,,,
3,159,,,,38.18411636352539,,,,,
3,169,,,,10.351600646972656,,,,,
3,179,,,,11.409845352172852,,,,,
3,189,,,,35.98571014404297,,,,,
3,199,,,,53.46775436401367,,,,,
3,199,,,,,,101.32616424560547,10266.990234375,101.32615661621094,92394930176.0
3,199,,,,,32.49045944213867,,,,
4,209,,,,27.110065460205078,,,,,
4,219,,,,8.796134948730469,,,,,
4,229,,,,26.34934425354004,,,,,
4,239,,,,33.19746780395508,,,,,
4,249,,,,40.60594940185547,,,,,
4,249,,,,,,55.128883361816406,3039.19384765625,55.128883361816406,1214920.5
4,249,,,,,28.89129066467285,,,,
5,259,,,,18.742919921875,,,,,
5,269,,,,9.633614540100098,,,,,
5,279,,,,22.62726402282715,,,,,
5,289,,,,24.76727294921875,,,,,
5,299,,,,31.48687744140625,,,,,
5,299,,,,,,52.52398681640625,2758.769287109375,52.52398681640625,2347305.75
5,299,,,,,24.709228515625,,,,
6,309,,,,11.476265907287598,,,,,
6,319,,,,17.514726638793945,,,,,
6,329,,,,28.233779907226562,,,,,
6,339,,,,18.13320541381836,,,,,
6,349,,,,33.4124755859375,,,,,
6,349,,,,,,75.17564392089844,5651.37744140625,75.17564392089844,14423865.0
6,349,,,,,25.20884895324707,,,,
7,359,,,,16.096885681152344,,,,,
7,369,,,,20.57921600341797,,,,,
7,379,,,,35.6168327331543,,,,,
7,389,,,,22.802021026611328,,,,,
7,399,,,,34.40377426147461,,,,,
7,399,,,,,,38.60902404785156,1490.656494140625,38.6090202331543,32794.00390625
7,399,,,,,26.023773193359375,,,,
8,409,,,,11.424447059631348,,,,,
8,419,,,,10.056533813476562,,,,,
8,429,,,,14.16214370727539,,,,,
8,439,,,,14.555350303649902,,,,,
8,449,,,,34.47993469238281,,,,,
8,449,,,,,,75.70124053955078,5730.677734375,75.70124053955078,1895038.375
8,449,,,,,19.369583129882812,,,,
9,459,,,,10.793562889099121,,,,,
9,469,,,,21.003929138183594,,,,,
9,479,,,,30.676300048828125,,,,,
9,489,,,,13.902033805847168,,,,,
9,499,,,,28.93490219116211,,,,,
9,499,,,,,,40.424766540527344,1634.1614990234375,40.42476272583008,62025.2890625
9,499,,,,,19.911867141723633,,,,
10,509,,,,5.747520446777344,,,,,
10,519,,,,25.39400291442871,,,,,
10,529,,,,34.4162483215332,,,,,
10,539,,,,18.650068283081055,,,,,
10,549,,,,23.365869522094727,,,,,
10,549,,,,,,35.92644500732422,1290.70947265625,35.92644500732422,19142.533203125
10,549,,,,,19.97353744506836,,,,
11,559,,,,9.868721961975098,,,,,
11,569,,,,17.81932830810547,,,,,
11,579,,,,17.758663177490234,,,,,
11,589,,,,9.11497688293457,,,,,
11,599,,,,33.618194580078125,,,,,
11,599,,,,,,39.50724792480469,1560.8226318359375,39.50724792480469,178148.421875
11,599,,,,,20.249603271484375,,,,
12,609,,,,11.47248363494873,,,,,
12,619,,,,14.407241821289062,,,,,
12,629,,,,8.618020057678223,,,,,
12,639,,,,12.239264488220215,,,,,
12,649,,,,31.764524459838867,,,,,
12,649,,,,,,43.27247619628906,1872.5072021484375,43.27247619628906,61438.74609375
12,649,,,,,17.584733963012695,,,,
13,659,,,,7.413243293762207,,,,,
13,669,,,,20.41734504699707,,,,,
13,679,,,,17.83808708190918,,,,,
13,689,,,,11.70108413696289,,,,,
13,699,,,,31.376880645751953,,,,,
13,699,,,,,,59.75641632080078,3570.829345703125,59.75641632080078,694293.8125
13,699,,,,,15.378305435180664,,,,
14,709,,,,8.433806419372559,,,,,
14,719,,,,14.348876953125,,,,,
14,729,,,,7.837922096252441,,,,,
14,739,,,,15.989455223083496,,,,,
14,749,,,,27.51840591430664,,,,,
14,749,,,,,,34.48957824707031,1189.531005859375,34.48957824707031,5639.732421875
14,749,,,,,15.151079177856445,,,,
15,759,,,,8.856668472290039,,,,,
15,769,,,,9.518506050109863,,,,,
15,779,,,,21.507274627685547,,,,,
15,789,,,,22.302181243896484,,,,,
15,799,,,,24.584442138671875,,,,,
15,799,,,,,,44.08658981323242,1943.62744140625,44.08658981323242,78962.7421875
15,799,,,,,15.255776405334473,,,,
16,809,,,,5.63054084777832,,,,,
16,819,,,,14.482507705688477,,,,,
16,829,,,,11.041122436523438,,,,,
16,839,,,,13.32303524017334,,,,,
16,849,,,,28.88559341430664,,,,,
16,849,,,,,,37.07322311401367,1374.423828125,37.07322311401367,3914.85400390625
16,849,,,,,13.150505065917969,,,,
17,859,,,,9.31047248840332,,,,,
17,869,,,,13.1705904006958,,,,,
17,879,,,,8.65031623840332,,,,,
17,889,,,,7.272675514221191,,,,,
17,899,,,,29.193283081054688,,,,,
17,899,,,,,,58.32441711425781,3401.73681640625,58.32440948486328,357452.75
17,899,,,,,13.167922973632812,,,,
18,909,,,,10.907247543334961,,,,,
18,919,,,,11.025945663452148,,,,,
18,929,,,,6.360232353210449,,,,,
18,939,,,,11.2855224609375,,,,,
18,949,,,,27.825035095214844,,,,,
18,949,,,,,,56.705902099609375,3215.558349609375,56.705894470214844,727663.9375
18,949,,,,,11.807580947875977,,,,
19,959,,,,8.9113187789917,,,,,
19,969,,,,16.429264068603516,,,,,
19,979,,,,7.083051681518555,,,,,
19,989,,,,6.804115295410156,,,,,
19,999,,,,27.921937942504883,,,,,
19,999,,,,,,43.47885513305664,1890.410888671875,43.47885513305664,80006.234375
19,999,,,,,11.814312934875488,,,,
20,1009,,,,14.037073135375977,,,,,
20,1019,,,,29.786672592163086,,,,,
20,1029,,,,24.79380989074707,,,,,
20,1039,,,,9.589851379394531,,,,,
20,1049,,,,28.464942932128906,,,,,
20,1049,,,,,,33.01266098022461,1089.8358154296875,33.01266098022461,2462.9189453125
20,1049,,,,,17.236291885375977,,,,
21,1059,,,,5.368326663970947,,,,,
21,1069,,,,8.11327075958252,,,,,
21,1079,,,,20.15211296081543,,,,,
21,1089,,,,7.55464506149292,,,,,
21,1099,,,,22.304121017456055,,,,,
21,1099,,,,,,43.98497772216797,1934.67822265625,43.98497772216797,71732.46875
21,1099,,,,,12.883819580078125,,,,
22,1109,,,,7.049696922302246,,,,,
22,1119,,,,12.316963195800781,,,,,
22,1129,,,,13.730632781982422,,,,,
22,1139,,,,12.956302642822266,,,,,
22,1149,,,,26.02928352355957,,,,,
22,1149,,,,,,34.28847122192383,1175.69921875,34.28847122192383,3024.62060546875
22,1149,,,,,13.773991584777832,,,,
23,1159,,,,6.368072509765625,,,,,
23,1169,,,,10.807700157165527,,,,,
23,1179,,,,10.829418182373047,,,,,
23,1189,,,,8.385173797607422,,,,,
23,1199,,,,23.347637176513672,,,,,
23,1199,,,,,,34.05641174316406,1159.8392333984375,34.05641174316406,15721.0576171875
23,1199,,,,,12.023755073547363,,,,
24,1209,,,,9.03558349609375,,,,,
24,1219,,,,24.142133712768555,,,,,
24,1229,,,,9.010303497314453,,,,,
24,1239,,,,11.063618659973145,,,,,
24,1249,,,,32.8067512512207,,,,,
24,1249,,,,,,108.2238540649414,11712.404296875,108.22386169433594,177141645312.0
24,1249,,,,,13.932319641113281,,,,
25,1259,,,,21.314983367919922,,,,,
25,1269,,,,17.09752655029297,,,,,
25,1279,,,,15.197454452514648,,,,,
25,1289,,,,16.14744758605957,,,,,
25,1299,,,,18.156339645385742,,,,,
25,1299,,,,,,26.363788604736328,695.0491333007812,26.363784790039062,3023.419677734375
25,1299,,,,,16.141935348510742,,,,
26,1309,,,,5.281501770019531,,,,,
26,1319,,,,12.777833938598633,,,,,
26,1329,,,,11.7383451461792,,,,,
26,1339,,,,10.235503196716309,,,,,
26,1349,,,,20.568052291870117,,,,,
26,1349,,,,,,35.622135162353516,1268.9365234375,35.622135162353516,26444.8125
26,1349,,,,,11.706510543823242,,,,
27,1359,,,,5.261936664581299,,,,,
27,1369,,,,8.26125717163086,,,,,
27,1379,,,,8.014026641845703,,,,,
27,1389,,,,15.639387130737305,,,,,
27,1399,,,,18.1295108795166,,,,,
27,1399,,,,,,31.54120635986328,994.8477172851562,31.54120635986328,8015.4140625
27,1399,,,,,10.463212966918945,,,,
28,1409,,,,6.2059855461120605,,,,,
28,1419,,,,4.814599990844727,,,,,
28,1429,,,,8.686141967773438,,,,,
28,1439,,,,13.484771728515625,,,,,
28,1449,,,,21.523672103881836,,,,,
28,1449,,,,,,32.141685485839844,1033.087890625,32.141685485839844,2528.234130859375
28,1449,,,,,11.074380874633789,,,,
29,1459,,,,7.6096014976501465,,,,,
29,1469,,,,17.554107666015625,,,,,
29,1479,,,,10.829048156738281,,,,,
29,1489,,,,6.569391250610352,,,,,
29,1499,,,,28.315771102905273,,,,,
29,1499,,,,,,41.28124237060547,1704.140625,41.2812385559082,226598.8125
29,1499,,,,,13.690864562988281,,,,
30,1509,,,,6.900234222412109,,,,,
30,1519,,,,12.674210548400879,,,,,
30,1529,,,,33.4072151184082,,,,,
30,1539,,,,22.73372459411621,,,,,
30,1549,,,,27.899185180664062,,,,,
30,1549,,,,,,34.15829086303711,1166.78857421875,34.158287048339844,23975.158203125
30,1549,,,,,14.074326515197754,,,,
31,1559,,,,5.666653633117676,,,,,
31,1569,,,,17.632410049438477,,,,,
31,1579,,,,18.26062774658203,,,,,
31,1589,,,,8.721206665039062,,,,,
31,1599,,,,29.305381774902344,,,,,
31,1599,,,,,,57.17795181274414,3269.318115234375,57.17795181274414,1231628.375
31,1599,,,,,12.27450942993164,,,,
32,1609,,,,18.01889991760254,,,,,
32,1619,,,,15.414654731750488,,,,,
32,1629,,,,4.512913703918457,,,,,
32,1639,,,,8.73249626159668,,,,,
32,1649,,,,22.594581604003906,,,,,
32,1649,,,,,,24.92784309387207,621.3973388671875,24.92784309387207,2437.463623046875
32,1649,,,,,13.038068771362305,,,,
33,1659,,,,11.988282203674316,,,,,
33,1669,,,,9.248075485229492,,,,,
33,1679,,,,12.571285247802734,,,,,
33,1689,,,,9.502815246582031,,,,,
33,1699,,,,21.74040412902832,,,,,
33,1699,,,,,,32.33988952636719,1045.868408203125,32.33988952636719,11456.7802734375
33,1699,,,,,9.51789379119873,,,,
34,1709,,,,5.818548679351807,,,,,
34,1719,,,,12.093993186950684,,,,,
34,1729,,,,8.049829483032227,,,,,
34,1739,,,,14.534783363342285,,,,,
34,1749,,,,27.181306838989258,,,,,
34,1749,,,,,,41.514347076416016,1723.4410400390625,41.514347076416016,72776.03125
34,1749,,,,,9.745976448059082,,,,
35,1759,,,,8.28172492980957,,,,,
35,1769,,,,6.212579250335693,,,,,
35,1779,,,,9.870623588562012,,,,,
35,1789,,,,20.77054786682129,,,,,
35,1799,,,,28.33502197265625,,,,,
35,1799,,,,,,42.63119888305664,1817.4190673828125,42.63119888305664,129099.3984375
35,1799,,,,,11.656599044799805,,,,
36,1809,,,,14.302302360534668,,,,,
36,1819,,,,10.98931884765625,,,,,
36,1829,,,,8.812068939208984,,,,,
36,1839,,,,9.84742259979248,,,,,
36,1849,,,,19.64285659790039,,,,,
36,1849,,,,,,40.14177322387695,1611.3619384765625,40.14177322387695,55477.8046875
36,1849,,,,,11.762451171875,,,,
37,1859,,,,10.863381385803223,,,,,
37,1869,,,,32.475772857666016,,,,,
37,1879,,,,7.55877161026001,,,,,
37,1889,,,,14.660307884216309,,,,,
37,1899,,,,29.75537872314453,,,,,
37,1899,,,,,,68.34378051757812,4670.87109375,68.3437728881836,10095470.0
37,1899,,,,,14.092641830444336,,,,
38,1909,,,,6.269530773162842,,,,,
38,1919,,,,10.532674789428711,,,,,
38,1929,,,,11.373058319091797,,,,,
38,1939,,,,9.486679077148438,,,,,
38,1949,,,,18.855140686035156,,,,,
38,1949,,,,,,31.522430419921875,993.6636352539062,31.522430419921875,9820.3212890625
38,1949,,,,,9.441459655761719,,,,
39,1959,,,,5.491918087005615,,,,,
39,1969,,,,12.506583213806152,,,,,
39,1979,,,,7.520534992218018,,,,,
39,1989,,,,17.47875213623047,,,,,
39,1999,,,,21.461172103881836,,,,,
39,1999,,,,,,27.82865333557129,774.4339599609375,27.82865333557129,2524.3349609375
39,1999,,,,,9.469861030578613,,,,
40,2009,,,,13.728989601135254,,,,,
40,2019,,,,6.92057466506958,,,,,
40,2029,,,,5.47752571105957,,,,,
40,2039,,,,17.75885772705078,,,,,
40,2049,,,,31.667348861694336,,,,,
40,2049,,,,,,56.16670227050781,3154.697998046875,56.16669845581055,529356.9375
40,2049,,,,,16.018220901489258,,,,
41,2059,,,,10.771886825561523,,,,,
41,2069,,,,12.322029113769531,,,,,
41,2079,,,,10.253355979919434,,,,,
41,2089,,,,5.032991886138916,,,,,
41,2099,,,,26.042634963989258,,,,,
41,2099,,,,,,84.91741180419922,7210.966796875,84.91741180419922,162266192.0
41,2099,,,,,10.55642032623291,,,,
42,2109,,,,10.556472778320312,,,,,
42,2119,,,,15.907806396484375,,,,,
42,2129,,,,7.108114242553711,,,,,
42,2139,,,,12.4944429397583,,,,,
42,2149,,,,27.29441261291504,,,,,
42,2149,,,,,,37.03786849975586,1371.8037109375,37.03786849975586,14335.6416015625
42,2149,,,,,12.447967529296875,,,,
43,2159,,,,5.9733710289001465,,,,,
43,2169,,,,8.587952613830566,,,,,
43,2179,,,,6.306891441345215,,,,,
43,2189,,,,13.53827953338623,,,,,
43,2199,,,,25.20771598815918,,,,,
43,2199,,,,,,48.09370803833008,2313.004638671875,48.09370803833008,269775.65625
43,2199,,,,,11.21880054473877,,,,
44,2209,,,,11.09825325012207,,,,,
44,2219,,,,7.817729949951172,,,,,
44,2229,,,,6.17598819732666,,,,,
44,2239,,,,7.424151420593262,,,,,
44,2249,,,,26.9630184173584,,,,,
44,2249,,,,,,47.90013885498047,2294.4228515625,47.9001350402832,209626.203125
44,2249,,,,,8.747047424316406,,,,
45,2259,,,,7.7829461097717285,,,,,
45,2269,,,,8.416489601135254,,,,,
45,2279,,,,9.856475830078125,,,,,
45,2289,,,,9.643566131591797,,,,,
45,2299,,,,23.229333877563477,,,,,
45,2299,,,,,,71.76944732666016,5150.853515625,71.76944732666016,2401971.0
45,2299,,,,,11.010223388671875,,,,
46,2309,,,,18.34348487854004,,,,,
46,2319,,,,14.112982749938965,,,,,
46,2329,,,,10.266523361206055,,,,,
46,2339,,,,9.2739839553833,,,,,
46,2349,,,,27.9769287109375,,,,,
46,2349,,,,,,80.77888488769531,6525.22802734375,80.77888488769531,25515650.0
46,2349,,,,,12.352448463439941,,,,
47,2359,,,,9.223344802856445,,,,,
47,2369,,,,9.875388145446777,,,,,
47,2379,,,,19.4617977142334,,,,,
47,2389,,,,9.592491149902344,,,,,
47,2399,,,,27.813217163085938,,,,,
47,2399,,,,,,37.60860061645508,1414.4068603515625,37.60860061645508,25669.4609375
47,2399,,,,,16.427339553833008,,,,
48,2409,,,,7.753330707550049,,,,,
48,2419,,,,9.475024223327637,,,,,
48,2429,,,,6.762508392333984,,,,,
48,2439,,,,17.63570785522461,,,,,
48,2449,,,,29.771949768066406,,,,,
48,2449,,,,,,67.11567687988281,4504.51416015625,67.11567687988281,4108719.75
48,2449,,,,,12.623553276062012,,,,
49,2459,,,,6.401675701141357,,,,,
49,2469,,,,34.79548645019531,,,,,
