epoch,step,test/regression_loss,test_rmse,test_score,train/regression_loss,train_rmse,val/regression_loss,val_loss,val_rmse,val_score
0,9,,,,77.64154052734375,,,,,
0,19,,,,79.20610809326172,,,,,
0,29,,,,77.58259582519531,,,,,
0,39,,,,89.45027923583984,,,,,
0,42,,,,,,76.78905487060547,5896.55908203125,76.78905487060547,167250.03125
0,42,,,,,83.50861358642578,,,,
1,49,,,,57.04079055786133,,,,,
1,59,,,,52.88304901123047,,,,,
1,69,,,,58.89106750488281,,,,,
1,79,,,,99.27840423583984,,,,,
1,85,,,,,,57.357383728027344,3289.869384765625,57.357383728027344,31662.216796875
1,85,,,,,68.03050231933594,,,,
2,89,,,,39.2268180847168,,,,,
2,99,,,,15.550888061523438,,,,,
2,109,,,,31.924156188964844,,,,,
2,119,,,,78.76465606689453,,,,,
2,128,,,,,,36.95366668701172,1365.573486328125,36.95366668701172,5410.2333984375
2,128,,,,,45.839759826660156,,,,
3,129,,,,26.5423583984375,,,,,
3,139,,,,33.86311340332031,,,,,
3,149,,,,15.393943786621094,,,,,
3,159,,,,11.097111701965332,,,,,
3,169,,,,15.469803810119629,,,,,
3,171,,,,,,30.106674194335938,906.4118041992188,30.106674194335938,2999.3388671875
3,171,,,,,28.562471389770508,,,,
4,179,,,,13.531230926513672,,,,,
4,189,,,,21.84173011779785,,,,,
4,199,,,,11.348337173461914,,,,,
4,209,,,,13.650192260742188,,,,,
4,214,,,,,,29.97960662841797,898.7767944335938,29.97960662841797,2753.0771484375
4,214,,,,,25.41816520690918,,,,
5,219,,,,30.51957893371582,,,,,
5,229,,,,17.64588165283203,,,,,
5,239,,,,12.048768997192383,,,,,
5,249,,,,13.236510276794434,,,,,
5,257,,,,,,30.65741729736328,939.8771362304688,30.65741539001465,4653.30908203125
5,257,,,,,24.71128273010254,,,,
6,259,,,,14.840155601501465,,,,,
6,269,,,,24.09333038330078,,,,,
6,279,,,,14.211099624633789,,,,,
6,289,,,,33.16565704345703,,,,,
6,299,,,,13.889535903930664,,,,,
6,300,,,,,,31.965621948242188,1021.8008422851562,31.965620040893555,7900.5322265625
6,300,,,,,24.08844566345215,,,,
7,309,,,,11.25141429901123,,,,,
7,319,,,,27.299753189086914,,,,,
7,329,,,,23.848093032836914,,,,,
7,339,,,,52.87262725830078,,,,,
7,343,,,,,,27.35077667236328,748.0650024414062,27.35077667236328,2507.78955078125
7,343,,,,,23.17107391357422,,,,
8,349,,,,11.825610160827637,,,,,
8,359,,,,11.726391792297363,,,,,
8,369,,,,25.017833709716797,,,,,
8,379,,,,13.272773742675781,,,,,
8,386,,,,,,29.217275619506836,853.6491088867188,29.217273712158203,5456.6767578125
8,386,,,,,22.924280166625977,,,,
9,389,,,,30.426406860351562,,,,,
9,399,,,,6.031343460083008,,,,,
9,409,,,,44.30576705932617,,,,,
9,419,,,,13.218000411987305,,,,,
9,429,,,,44.87873840332031,,,,,
9,429,,,,,,27.65972900390625,765.0606079101562,27.65972900390625,2642.21923828125
9,429,,,,,22.1801815032959,,,,
10,439,,,,10.597814559936523,,,,,
10,449,,,,9.151273727416992,,,,,
10,459,,,,6.329619407653809,,,,,
10,469,,,,18.640525817871094,,,,,
10,472,,,,,,28.926969528198242,836.7695922851562,28.926969528198242,3403.708984375
10,472,,,,,21.620283126831055,,,,
11,479,,,,15.329996109008789,,,,,
11,489,,,,11.219983100891113,,,,,
11,499,,,,5.767176628112793,,,,,
11,509,,,,46.65446472167969,,,,,
11,515,,,,,,30.1585750579834,909.5396728515625,30.1585750579834,9685.6337890625
11,515,,,,,21.0656681060791,,,,
12,519,,,,9.447232246398926,,,,,
12,529,,,,28.947126388549805,,,,,
12,539,,,,5.375189781188965,,,,,
12,549,,,,52.17966842651367,,,,,
12,558,,,,,,25.9306583404541,672.3990478515625,25.9306583404541,2077.8994140625
12,558,,,,,20.731435775756836,,,,
13,559,,,,9.302094459533691,,,,,
13,569,,,,16.89068603515625,,,,,
13,579,,,,6.917869567871094,,,,,
13,589,,,,7.195357799530029,,,,,
13,599,,,,14.542574882507324,,,,,
13,601,,,,,,26.58934783935547,706.993408203125,26.58934783935547,2827.65869140625
13,601,,,,,20.381549835205078,,,,
14,609,,,,10.790117263793945,,,,,
14,619,,,,13.9378080368042,,,,,
14,629,,,,9.045059204101562,,,,,
14,639,,,,10.390499114990234,,,,,
14,644,,,,,,27.936872482299805,780.4688720703125,27.936872482299805,3359.04052734375
14,644,,,,,20.424219131469727,,,,
15,649,,,,24.32078742980957,,,,,
15,659,,,,11.912191390991211,,,,,
15,669,,,,9.234479904174805,,,,,
15,679,,,,12.918041229248047,,,,,
15,687,,,,,,25.884567260742188,670.0107421875,25.884565353393555,2107.462646484375
15,687,,,,,20.090330123901367,,,,
16,689,,,,9.544568061828613,,,,,
16,699,,,,19.301029205322266,,,,,
16,709,,,,13.106231689453125,,,,,
16,719,,,,26.5629825592041,,,,,
16,729,,,,10.35278606414795,,,,,
16,730,,,,,,26.890167236328125,723.0811157226562,26.890167236328125,4203.0810546875
16,730,,,,,19.55959701538086,,,,
17,739,,,,8.637052536010742,,,,,
17,749,,,,24.206029891967773,,,,,
17,759,,,,15.855440139770508,,,,,
17,769,,,,43.5966682434082,,,,,
17,773,,,,,,31.86990737915039,1015.6909790039062,31.86990737915039,20125.115234375
17,773,,,,,19.61146354675293,,,,
18,779,,,,14.054457664489746,,,,,
18,789,,,,7.173401355743408,,,,,
18,799,,,,17.81547737121582,,,,,
18,809,,,,12.899725914001465,,,,,
18,816,,,,,,27.285192489624023,744.4817504882812,27.285192489624023,2397.431640625
18,816,,,,,19.8480167388916,,,,
19,819,,,,24.15705680847168,,,,,
19,829,,,,5.934928894042969,,,,,
19,839,,,,35.17567443847656,,,,,
19,849,,,,10.581862449645996,,,,,
19,859,,,,43.11902618408203,,,,,
19,859,,,,,,28.717205047607422,824.6778564453125,28.717205047607422,6604.21875
19,859,,,,,19.03367042541504,,,,
20,869,,,,7.558862209320068,,,,,
20,879,,,,9.089244842529297,,,,,
20,889,,,,4.215226650238037,,,,,
20,899,,,,17.558773040771484,,,,,
20,902,,,,,,31.376794815063477,984.5032348632812,31.376794815063477,12015.779296875
20,902,,,,,18.740150451660156,,,,
21,909,,,,12.382935523986816,,,,,
21,919,,,,8.039380073547363,,,,,
21,929,,,,5.1204071044921875,,,,,
21,939,,,,42.83726501464844,,,,,
21,945,,,,,,30.406253814697266,924.540283203125,30.406253814697266,12650.091796875
21,945,,,,,18.166542053222656,,,,
22,949,,,,9.644968032836914,,,,,
22,959,,,,25.75414276123047,,,,,
22,969,,,,5.884953498840332,,,,,
22,979,,,,47.799713134765625,,,,,
22,988,,,,,,32.100738525390625,1030.4573974609375,32.100738525390625,19185.1171875
22,988,,,,,18.149991989135742,,,,
23,989,,,,8.909310340881348,,,,,
23,999,,,,12.25871753692627,,,,,
23,1009,,,,4.586636066436768,,,,,
23,1019,,,,6.197004795074463,,,,,
23,1029,,,,13.060964584350586,,,,,
23,1031,,,,,,30.939565658569336,957.2567138671875,30.939565658569336,8274.4072265625
23,1031,,,,,17.607961654663086,,,,
24,1039,,,,8.28531551361084,,,,,
24,1049,,,,12.74181842803955,,,,,
24,1059,,,,8.839774131774902,,,,,
24,1069,,,,7.100482940673828,,,,,
24,1074,,,,,,33.39311981201172,1115.1004638671875,33.39311981201172,30944.36328125
24,1074,,,,,17.474597930908203,,,,
25,1079,,,,21.76664161682129,,,,,
25,1089,,,,7.284142971038818,,,,,
25,1099,,,,9.843158721923828,,,,,
25,1109,,,,10.468441009521484,,,,,
25,1117,,,,,,27.047555923461914,731.5702514648438,27.047555923461914,5840.7626953125
25,1117,,,,,16.8851318359375,,,,
26,1119,,,,6.533792495727539,,,,,
26,1129,,,,15.34412670135498,,,,,
26,1139,,,,10.860381126403809,,,,,
26,1149,,,,23.609111785888672,,,,,
26,1159,,,,8.052310943603516,,,,,
26,1160,,,,,,28.44354248046875,809.0350952148438,28.44354248046875,5544.212890625
26,1160,,,,,16.790637969970703,,,,
27,1169,,,,7.844138145446777,,,,,
27,1179,,,,21.768630981445312,,,,,
27,1189,,,,12.773329734802246,,,,,
27,1199,,,,41.849021911621094,,,,,
27,1203,,,,,,30.086347579956055,905.1881713867188,30.086345672607422,4236.6669921875
27,1203,,,,,16.54447364807129,,,,
28,1209,,,,8.665202140808105,,,,,
28,1219,,,,4.546377658843994,,,,,
28,1229,,,,15.169340133666992,,,,,
28,1239,,,,9.115386962890625,,,,,
28,1246,,,,,,28.26527214050293,798.9255981445312,28.26527214050293,5596.0419921875
28,1246,,,,,16.859861373901367,,,,
29,1249,,,,11.384482383728027,,,,,
29,1259,,,,5.853045463562012,,,,,
29,1269,,,,27.235889434814453,,,,,
29,1279,,,,6.763324737548828,,,,,
29,1289,,,,38.71650695800781,,,,,
29,1289,,,,,,31.275779724121094,978.1743774414062,31.275779724121094,7385.5224609375
29,1289,,,,,16.307933807373047,,,,
30,1299,,,,4.997391223907471,,,,,
30,1309,,,,7.026094436645508,,,,,
30,1319,,,,4.417617321014404,,,,,
30,1329,,,,14.23557186126709,,,,,
30,1332,,,,,,28.136539459228516,791.6648559570312,28.136539459228516,2273.779541015625
30,1332,,,,,16.11787223815918,,,,
31,1339,,,,8.604791641235352,,,,,
31,1349,,,,7.027644634246826,,,,,
31,1359,,,,4.695745468139648,,,,,
31,1369,,,,41.56118392944336,,,,,
31,1375,,,,,,28.935585021972656,837.26806640625,28.935585021972656,2644.815185546875
31,1375,,,,,16.12224578857422,,,,
32,1379,,,,6.372401714324951,,,,,
32,1389,,,,23.76953125,,,,,
32,1399,,,,4.252254962921143,,,,,
32,1409,,,,41.44062423706055,,,,,
32,1418,,,,,,29.16759490966797,850.7485961914062,29.16759490966797,2687.18212890625
32,1418,,,,,16.01927375793457,,,,
33,1419,,,,7.620919227600098,,,,,
33,1429,,,,10.043668746948242,,,,,
33,1439,,,,5.28639030456543,,,,,
33,1449,,,,3.930476665496826,,,,,
33,1459,,,,13.587454795837402,,,,,
33,1461,,,,,,34.21268081665039,1170.507568359375,34.21268081665039,6041.07763671875
33,1461,,,,,16.004743576049805,,,,
34,1469,,,,7.248135566711426,,,,,
34,1479,,,,10.790496826171875,,,,,
34,1489,,,,8.796628952026367,,,,,
34,1499,,,,6.243391513824463,,,,,
34,1504,,,,,,29.555200576782227,873.5098876953125,29.555200576782227,2891.37646484375
34,1504,,,,,15.74290943145752,,,,
35,1509,,,,19.60405731201172,,,,,
35,1519,,,,6.997113227844238,,,,,
35,1529,,,,8.610097885131836,,,,,
35,1539,,,,7.679079532623291,,,,,
35,1547,,,,,,29.6850528717041,881.202392578125,29.6850528717041,3238.240234375
35,1547,,,,,15.500027656555176,,,,
36,1549,,,,4.705545425415039,,,,,
36,1559,,,,12.305987358093262,,,,,
36,1569,,,,9.961647987365723,,,,,
36,1579,,,,21.88857078552246,,,,,
36,1589,,,,6.179750442504883,,,,,
36,1590,,,,,,29.405792236328125,864.7005004882812,29.405790328979492,2949.393310546875
36,1590,,,,,15.694856643676758,,,,
37,1599,,,,7.206136703491211,,,,,
37,1609,,,,20.22186279296875,,,,,
37,1619,,,,10.833407402038574,,,,,
37,1629,,,,39.76266860961914,,,,,
37,1633,,,,,,29.85074234008789,891.0668334960938,29.85074234008789,2817.3271484375
37,1633,,,,,15.178118705749512,,,,
38,1639,,,,5.7643022537231445,,,,,
38,1649,,,,5.940623760223389,,,,,
38,1659,,,,12.293509483337402,,,,,
38,1669,,,,8.629230499267578,,,,,
38,1676,,,,,,31.992523193359375,1023.5215454101562,31.992523193359375,5160.36328125
38,1676,,,,,15.130522727966309,,,,
39,1679,,,,6.364498138427734,,,,,
39,1689,,,,3.8847591876983643,,,,,
39,1699,,,,18.122257232666016,,,,,
39,1709,,,,4.536070346832275,,,,,
39,1719,,,,37.26962661743164,,,,,
39,1719,,,,,,30.69346809387207,942.0888671875,30.693466186523438,3926.795654296875
39,1719,,,,,14.709230422973633,,,,
40,1729,,,,3.8079442977905273,,,,,
40,1739,,,,6.059645175933838,,,,,
40,1749,,,,4.383058071136475,,,,,
40,1759,,,,14.057954788208008,,,,,
40,1762,,,,,,32.523109436035156,1057.752685546875,32.523109436035156,10945.451171875
40,1762,,,,,14.35139274597168,,,,
41,1769,,,,7.057493209838867,,,,,
41,1779,,,,5.569782733917236,,,,,
41,1789,,,,5.4759697914123535,,,,,
41,1799,,,,38.66899490356445,,,,,
41,1805,,,,,,31.525697708129883,993.86962890625,31.525697708129883,5702.32763671875
41,1805,,,,,14.542914390563965,,,,
42,1809,,,,5.0038371086120605,,,,,
42,1819,,,,20.96608543395996,,,,,
42,1829,,,,4.055408954620361,,,,,
42,1839,,,,40.521114349365234,,,,,
42,1848,,,,,,31.62910270690918,1000.400146484375,31.62910270690918,4707.85888671875
42,1848,,,,,14.745174407958984,,,,
43,1849,,,,7.487768173217773,,,,,
43,1859,,,,9.024975776672363,,,,,
43,1869,,,,3.9546303749084473,,,,,
43,1879,,,,3.9453437328338623,,,,,
43,1889,,,,6.558459758758545,,,,,
43,1891,,,,,,31.12010955810547,968.4612426757812,31.12010955810547,3393.36669921875
43,1891,,,,,14.288562774658203,,,,
