epoch,step,train/regression_loss,val/regression_loss
0,9,0.8631071448326111,
0,19,0.9062274694442749,
0,29,0.7821429967880249,
0,39,0.7865487337112427,
0,49,0.6576439738273621,
0,59,0.8193244934082031,
0,69,0.7621254324913025,
0,79,0.7626069784164429,
0,89,0.6903711557388306,
0,99,0.6776788234710693,
0,109,0.694737434387207,
0,119,0.6984676122665405,
0,129,0.664943516254425,
0,139,0.6234809756278992,
0,149,0.6538428664207458,
0,159,0.5876089334487915,
0,169,0.6086217164993286,
0,179,0.6030990481376648,
0,189,0.5830948948860168,
0,199,0.5186399817466736,
0,209,0.5972981452941895,
0,219,0.616628110408783,
0,229,0.5217080116271973,
0,239,0.5468875765800476,
0,249,0.5451588034629822,
0,259,0.5129082798957825,
0,269,0.5481318235397339,
0,279,0.5112367272377014,
0,289,0.49767157435417175,
0,299,0.513392984867096,
0,309,0.5358309745788574,
0,319,0.49871739745140076,
0,329,0.4707903563976288,
0,339,0.5432507991790771,
0,349,0.46166518330574036,
0,359,0.511393129825592,
0,369,0.48981791734695435,
0,379,0.5437654256820679,
0,389,0.4707790017127991,
0,390,,0.44700074195861816
1,399,0.49994999170303345,
1,409,0.46717092394828796,
1,419,0.46959322690963745,
1,429,0.5235202312469482,
1,439,0.5221027135848999,
1,449,0.4954091012477875,
1,459,0.4436923563480377,
1,469,0.4598032832145691,
1,479,0.5031529068946838,
1,489,0.45218437910079956,
1,499,0.4654436409473419,
1,509,0.4732222855091095,
1,519,0.470394104719162,
1,529,0.4373489022254944,
1,539,0.4932504892349243,
1,549,0.47654029726982117,
1,559,0.5125739574432373,
1,569,0.4349939227104187,
1,579,0.4734709560871124,
1,589,0.444498211145401,
1,599,0.49128901958465576,
1,609,0.44315066933631897,
1,619,0.4337572455406189,
1,629,0.45195889472961426,
1,639,0.43621429800987244,
1,649,0.43703004717826843,
1,659,0.43687212467193604,
1,669,0.44954144954681396,
1,679,0.47129103541374207,
1,689,0.46129143238067627,
1,699,0.44014298915863037,
1,709,0.4403144121170044,
1,719,0.39797329902648926,
1,729,0.4333113133907318,
1,739,0.43746626377105713,
1,749,0.45595043897628784,
1,759,0.4291960895061493,
1,769,0.4214845895767212,
1,779,0.3978091776371002,
1,781,,0.40064531564712524
2,789,0.4346567988395691,
2,799,0.4019912779331207,
2,809,0.4105357825756073,
2,819,0.4591924846172333,
2,829,0.45360100269317627,
2,839,0.4361952245235443,
2,849,0.4128454625606537,
2,859,0.4096377193927765,
2,869,0.41565755009651184,
2,879,0.43519067764282227,
2,889,0.42001861333847046,
2,899,0.4234282672405243,
2,909,0.43090829253196716,
2,919,0.3953844904899597,
2,929,0.3941831588745117,
2,939,0.42185068130493164,
2,949,0.4210842251777649,
2,959,0.41096773743629456,
2,969,0.39242058992385864,
2,979,0.4401458501815796,
2,989,0.38629648089408875,
2,999,0.4341713786125183,
2,1009,0.41952192783355713,
2,1019,0.4127553105354309,
2,1029,0.4027627110481262,
2,1039,0.40365439653396606,
2,1049,0.4198087155818939,
2,1059,0.4277915954589844,
2,1069,0.392069935798645,
2,1079,0.3926090896129608,
2,1089,0.43243086338043213,
2,1099,0.40385594964027405,
2,1109,0.3844336271286011,
2,1119,0.42322084307670593,
2,1129,0.411154568195343,
2,1139,0.395785391330719,
2,1149,0.36871644854545593,
2,1159,0.39752164483070374,
2,1169,0.37420520186424255,
